area_type,availability,location,size(BHK),total_sqft,bath,balcony,price,price_per_sqft
Super built-up  Area,Ready To Move,Old Madras Road,3.0,1480.0,3.0,2.0,95.0,6418.918918918919
Super built-up  Area,Ready To Move,Old Madras Road,2.0,1210.0,2.0,1.0,80.0,6611.570247933884
Super built-up  Area,Ready To Move,Old Madras Road,3.0,1859.0,3.0,2.0,121.0,6508.87573964497
Built-up  Area,Ready To Move,Old Madras Road,3.0,2300.0,3.0,2.0,142.0,6173.913043478261
Super built-up  Area,Ready To Move,Old Madras Road,2.0,1210.0,2.0,1.0,77.0,6363.636363636364
Super built-up  Area,Ready To Move,Old Madras Road,2.0,1330.0,2.0,2.0,74.0,5563.909774436091
Super built-up  Area,Ready To Move,Old Madras Road,3.0,1720.0,3.0,2.0,106.0,6162.790697674419
Super built-up  Area,Under Construction,Old Madras Road,2.0,1171.0,2.0,2.0,73.0,6233.98804440649
Super built-up  Area,Ready To Move,Old Madras Road,3.0,1630.0,3.0,2.0,110.0,6748.466257668712
Super built-up  Area,Under Construction,Old Madras Road,2.0,1165.0,2.0,1.0,52.0,4463.519313304721
Super built-up  Area,Under Construction,Old Madras Road,2.0,1165.0,2.0,1.0,51.42,4413.733905579399
Super built-up  Area,Ready To Move,Other,1.0,600.0,1.0,0.0,38.0,6333.333333333333
Super built-up  Area,Ready To Move,Other,2.0,845.0,2.0,1.0,55.0,6508.87573964497
Super built-up  Area,Ready To Move,Other,3.0,1660.0,2.0,2.0,105.0,6325.301204819277
Built-up  Area,Ready To Move,Other,2.0,1200.0,2.0,1.0,65.0,5416.666666666667
Built-up  Area,Ready To Move,Other,3.0,1200.0,3.0,1.0,90.0,7500.0
Built-up  Area,Ready To Move,Other,2.0,782.0,2.0,2.0,55.68,7120.204603580562
Super built-up  Area,Ready To Move,Other,3.0,1800.0,3.0,3.0,120.0,6666.666666666667
Super built-up  Area,Ready To Move,Other,3.0,1413.0,2.0,2.0,75.0,5307.855626326964
Super built-up  Area,Under Construction,Other,2.0,945.0,2.0,1.0,54.0,5714.285714285715
Built-up  Area,Ready To Move,Other,3.0,1870.0,3.0,3.0,110.0,5882.35294117647
Super built-up  Area,Under Construction,Other,3.0,1260.0,2.0,2.0,85.05,6750.0
Super built-up  Area,Ready To Move,Other,3.0,1904.0,3.0,1.0,150.0,7878.151260504202
Plot  Area,Ready To Move,Other,3.0,1500.0,3.0,2.0,100.0,6666.666666666667
Built-up  Area,Ready To Move,Other,3.0,1783.0,3.0,1.0,115.0,6449.8037016264725
Super built-up  Area,Ready To Move,Other,3.0,912.0,2.0,1.0,70.0,7675.438596491228
Super built-up  Area,Ready To Move,Other,3.0,1580.0,3.0,3.0,100.0,6329.113924050633
Super built-up  Area,Ready To Move,Other,3.0,1415.0,3.0,3.0,78.0,5512.367491166077
Plot  Area,Ready To Move,Other,2.0,1500.0,2.0,1.0,115.0,7666.666666666667
Built-up  Area,Ready To Move,Other,2.0,1060.0,2.0,2.0,60.0,5660.377358490566
Super built-up  Area,Ready To Move,Other,2.0,1285.0,2.0,3.0,72.5,5642.023346303502
Super built-up  Area,Ready To Move,Other,3.0,1560.0,3.0,3.0,115.0,7371.794871794872
Built-up  Area,Ready To Move,Other,3.0,1645.0,3.0,2.0,95.0,5775.075987841945
Plot  Area,Under Construction,Other,2.0,1200.0,2.0,0.0,79.0,6583.333333333333
Super built-up  Area,Ready To Move,Other,3.0,1800.0,3.0,0.0,150.0,8333.333333333334
Super built-up  Area,Ready To Move,Other,3.0,1762.0,3.0,1.0,125.0,7094.211123723042
Super built-up  Area,Ready To Move,Other,2.0,1308.0,2.0,2.0,89.04,6807.339449541284
Super built-up  Area,Ready To Move,Other,3.0,1200.0,3.0,0.0,90.0,7500.0
Super built-up  Area,Ready To Move,Other,2.0,1200.0,2.0,1.0,74.0,6166.666666666667
Super built-up  Area,Ready To Move,Other,3.0,1753.0,3.0,2.0,120.0,6845.407872219053
Plot  Area,Under Construction,Other,2.0,720.0,2.0,1.0,45.0,6250.0
Built-up  Area,Ready To Move,Other,1.0,700.0,1.0,0.0,41.0,5857.142857142857
Built-up  Area,Under Construction,Other,3.0,1595.0,3.0,2.0,115.0,7210.031347962383
Super built-up  Area,Ready To Move,Other,2.0,1353.0,2.0,2.0,110.0,8130.081300813008
Built-up  Area,Ready To Move,Other,1.0,1200.0,2.0,0.0,85.0,7083.333333333333
Built-up  Area,Ready To Move,Other,3.0,1325.0,2.0,1.0,90.0,6792.452830188679
Super built-up  Area,Ready To Move,Other,2.0,1056.0,2.0,1.0,80.0,7575.757575757576
Super built-up  Area,Ready To Move,Other,3.0,1544.0,3.0,2.0,120.0,7772.020725388601
Plot  Area,Ready To Move,Other,2.0,1200.0,2.0,0.0,65.0,5416.666666666667
Built-up  Area,Ready To Move,Other,1.0,540.0,1.0,1.0,36.0,6666.666666666667
Plot  Area,Ready To Move,Other,2.0,1600.0,2.0,0.0,115.0,7187.5
Super built-up  Area,Under Construction,Other,1.0,416.0,1.0,1.0,18.5,4447.115384615385
Built-up  Area,Ready To Move,Other,1.0,834.0,1.0,1.0,60.0,7194.244604316546
Plot  Area,Ready To Move,Other,3.0,1125.0,4.0,1.0,70.0,6222.222222222223
Super built-up  Area,Ready To Move,Other,1.0,469.0,1.0,0.0,25.0,5330.490405117271
Built-up  Area,Ready To Move,Other,3.0,1200.0,2.0,0.0,70.0,5833.333333333333
Super built-up  Area,Ready To Move,Other,3.0,1350.0,3.0,0.0,77.0,5703.703703703704
Super built-up  Area,Under Construction,Other,3.0,1180.0,2.0,2.0,78.34,6638.983050847458
Super built-up  Area,Ready To Move,Other,2.0,1355.0,2.0,2.0,115.0,8487.084870848708
Plot  Area,Ready To Move,Other,1.0,600.0,1.0,0.0,50.0,8333.333333333334
Super built-up  Area,Ready To Move,Other,3.0,1875.0,3.0,2.0,165.0,8800.0
Plot  Area,Ready To Move,Other,2.0,600.0,2.0,1.0,55.0,9166.666666666666
Super built-up  Area,Ready To Move,Other,3.0,1750.0,3.0,1.0,120.0,6857.142857142857
Plot  Area,Ready To Move,Other,3.0,1092.0,2.0,1.0,98.5,9020.14652014652
Plot  Area,Ready To Move,Other,4.0,1200.0,3.0,2.0,85.0,7083.333333333333
Built-up  Area,Ready To Move,Other,1.0,425.0,1.0,0.0,20.03,4712.941176470588
Super built-up  Area,Ready To Move,Other,2.0,1468.0,2.0,1.0,140.0,9536.784741144416
Super built-up  Area,Ready To Move,Other,2.0,775.0,2.0,1.0,55.0,7096.774193548387
Built-up  Area,Ready To Move,Other,1.0,1280.0,2.0,1.0,93.0,7265.625
Super built-up  Area,Ready To Move,Other,3.0,1566.0,3.0,1.0,83.3,5319.284802043423
Plot  Area,Ready To Move,Other,4.0,1200.0,3.0,2.0,95.0,7916.666666666667
Plot  Area,Ready To Move,Other,3.0,1200.0,3.0,0.0,95.0,7916.666666666667
Super built-up  Area,Ready To Move,Other,2.0,1180.0,2.0,1.0,69.0,5847.457627118644
Super built-up  Area,Ready To Move,Other,1.0,686.0,1.0,1.0,17.0,2478.134110787172
Super built-up  Area,Ready To Move,Other,2.0,1282.0,2.0,2.0,87.0,6786.271450858035
Built-up  Area,Ready To Move,Other,3.0,1500.0,2.0,2.0,95.0,6333.333333333333
Super built-up  Area,Ready To Move,Other,2.0,1300.0,1.0,1.0,115.0,8846.153846153846
Built-up  Area,Ready To Move,Other,1.0,530.0,1.0,1.0,20.0,3773.5849056603774
Super built-up  Area,Ready To Move,Other,2.0,1350.0,2.0,3.0,80.0,5925.925925925926
Super built-up  Area,Ready To Move,Other,2.0,1141.0,2.0,0.0,62.0,5433.829973707274
Plot  Area,Under Construction,Other,1.0,1280.0,1.0,0.0,110.0,8593.75
Super built-up  Area,Ready To Move,Other,1.0,950.0,1.0,1.0,40.0,4210.526315789473
Built-up  Area,Ready To Move,Other,3.0,1480.0,3.0,2.0,90.0,6081.081081081081
Super built-up  Area,Ready To Move,Other,3.0,1600.0,3.0,3.0,90.0,5625.0
Plot  Area,Ready To Move,Other,3.0,1500.0,3.0,2.0,115.0,7666.666666666667
Super built-up  Area,Under Construction,Other,3.0,1824.0,3.0,3.0,125.0,6853.070175438596
Plot  Area,Ready To Move,Other,1.0,750.0,1.0,0.0,56.25,7500.0
Built-up  Area,Ready To Move,Other,3.0,2400.0,3.0,2.0,170.0,7083.333333333333
Super built-up  Area,Ready To Move,Other,3.0,1500.0,2.0,2.0,98.0,6533.333333333333
Plot  Area,Ready To Move,Other,1.0,1200.0,1.0,1.0,28.0,2333.333333333333
Plot  Area,Ready To Move,Other,3.0,1500.0,3.0,3.0,100.0,6666.666666666667
Super built-up  Area,Ready To Move,Other,1.0,485.0,1.0,1.0,15.0,3092.783505154639
Super built-up  Area,Ready To Move,Other,2.0,1050.0,2.0,1.0,67.0,6380.952380952381
Super built-up  Area,Ready To Move,Other,3.0,1596.0,3.0,1.0,105.0,6578.9473684210525
Plot  Area,Ready To Move,Other,3.0,1200.0,3.0,1.0,85.0,7083.333333333333
Built-up  Area,Under Construction,Other,2.0,1132.0,2.0,1.0,67.0,5918.727915194347
Super built-up  Area,Ready To Move,Other,3.0,1515.0,3.0,3.0,88.0,5808.580858085808
Super built-up  Area,Under Construction,Other,2.0,1380.0,2.0,1.0,80.0,5797.101449275362
Super built-up  Area,Ready To Move,Other,2.0,1093.0,2.0,2.0,65.0,5946.935041171088
Carpet  Area,Ready To Move,Other,3.0,1535.0,3.0,1.0,95.0,6188.9250814332245
Super built-up  Area,Under Construction,Other,2.0,1100.0,2.0,1.0,62.7,5700.0
Built-up  Area,Ready To Move,Other,2.0,1100.0,2.0,1.0,60.0,5454.545454545455
Built-up  Area,Ready To Move,Other,3.0,1450.0,2.0,2.0,85.0,5862.068965517241
Built-up  Area,Ready To Move,Other,4.0,2000.0,3.0,1.0,166.0,8300.0
Built-up  Area,Ready To Move,Other,3.0,1756.0,3.0,3.0,100.0,5694.760820045558
Super built-up  Area,Under Construction,Other,3.0,1532.0,3.0,3.0,92.0,6005.221932114882
Built-up  Area,Ready To Move,Other,3.0,1650.0,3.0,0.0,110.0,6666.666666666667
Built-up  Area,Ready To Move,Other,2.0,1200.0,2.0,2.0,66.0,5500.0
Super built-up  Area,Ready To Move,Other,3.0,1525.0,2.0,3.0,122.0,8000.0
Super built-up  Area,Ready To Move,Other,3.0,1390.0,3.0,1.0,120.0,8633.093525179856
Super built-up  Area,Ready To Move,Other,2.0,1135.0,2.0,2.0,68.0,5991.189427312776
Super built-up  Area,Ready To Move,Other,2.0,900.0,2.0,1.0,55.0,6111.111111111111
Plot  Area,Under Construction,Other,3.0,1000.0,4.0,3.0,66.0,6600.0
Plot  Area,Ready To Move,Other,3.0,1168.0,3.0,0.0,70.0,5993.1506849315065
Plot  Area,Ready To Move,Other,4.0,2100.0,4.0,2.0,155.0,7380.952380952381
Super built-up  Area,Ready To Move,Other,3.0,1515.0,3.0,3.0,93.93,6200.0
Built-up  Area,Ready To Move,Other,1.0,595.0,1.0,1.0,42.0,7058.823529411765
Built-up  Area,Ready To Move,Other,2.0,1170.0,2.0,2.0,86.0,7350.427350427351
Plot  Area,Ready To Move,Other,3.0,1280.0,3.0,1.0,95.0,7421.875
Super built-up  Area,Ready To Move,Other,3.0,1670.0,3.0,3.0,91.86,5500.5988023952095
Built-up  Area,Ready To Move,Other,3.0,1250.0,2.0,1.0,80.0,6400.0
Super built-up  Area,Under Construction,Other,3.0,1494.0,2.0,2.0,94.55,6328.647925033467
Super built-up  Area,Ready To Move,Other,2.0,800.0,2.0,3.0,50.0,6250.0
Plot  Area,Ready To Move,Other,2.0,1350.0,2.0,1.0,80.0,5925.925925925926
Super built-up  Area,Ready To Move,Other,3.0,1614.0,3.0,1.0,110.0,6815.365551425031
Super built-up  Area,Ready To Move,Other,2.0,1188.0,2.0,3.0,73.0,6144.781144781145
Super built-up  Area,Ready To Move,Other,3.0,1480.0,3.0,2.0,90.0,6081.081081081081
Plot  Area,Ready To Move,Other,2.0,680.0,2.0,0.0,42.0,6176.470588235294
Built-up  Area,Ready To Move,Other,2.0,955.0,2.0,3.0,53.55,5607.3298429319375
Super built-up  Area,Ready To Move,Other,3.0,1925.0,3.0,2.0,120.0,6233.766233766234
Super built-up  Area,Ready To Move,Other,1.0,650.0,1.0,1.0,26.0,4000.0
Built-up  Area,Ready To Move,Other,3.0,1685.0,2.0,1.0,110.0,6528.189910979228
Super built-up  Area,Under Construction,Other,3.0,1550.0,3.0,3.0,110.0,7096.774193548387
Built-up  Area,Ready To Move,Other,1.0,500.0,1.0,0.0,20.0,4000.0
Super built-up  Area,Ready To Move,Other,3.0,1765.0,3.0,3.0,105.0,5949.008498583569
Super built-up  Area,Ready To Move,Other,2.0,1265.0,2.0,3.0,70.0,5533.596837944664
Built-up  Area,Ready To Move,Other,2.0,1012.0,2.0,1.0,59.0,5830.0395256917
Super built-up  Area,Ready To Move,Other,3.0,2045.0,4.0,3.0,154.0,7530.562347188264
Super built-up  Area,Ready To Move,Other,1.0,581.91,2.0,1.0,25.0,4296.197006409926
Plot  Area,Ready To Move,Other,3.0,1158.0,2.0,2.0,85.0,7340.241796200346
Super built-up  Area,Under Construction,Other,2.0,925.0,2.0,2.0,51.0,5513.513513513513
Built-up  Area,Ready To Move,Other,2.0,1415.0,2.0,3.0,110.0,7773.851590106007
Super built-up  Area,Ready To Move,Other,3.0,1840.0,3.0,2.0,155.0,8423.91304347826
Built-up  Area,Ready To Move,Other,2.0,824.0,2.0,0.0,60.0,7281.553398058252
Super built-up  Area,Under Construction,Other,3.0,1340.0,2.0,1.0,100.0,7462.686567164179
Built-up  Area,Ready To Move,Other,3.0,1620.0,2.0,1.0,110.0,6790.123456790124
Built-up  Area,Ready To Move,Other,3.0,1533.0,3.0,2.0,115.0,7501.630789302022
Built-up  Area,Ready To Move,Other,3.0,1560.0,3.0,2.0,85.0,5448.717948717948
Super built-up  Area,Ready To Move,Other,1.0,750.0,1.0,2.0,25.0,3333.333333333333
Super built-up  Area,Ready To Move,Other,3.0,1375.0,2.0,3.0,85.0,6181.818181818182
Built-up  Area,Ready To Move,Other,3.0,1500.0,3.0,2.0,88.0,5866.666666666667
Super built-up  Area,Ready To Move,Other,2.0,1140.0,2.0,1.0,76.0,6666.666666666667
Super built-up  Area,Ready To Move,Other,2.0,1198.0,2.0,1.0,84.0,7011.686143572621
Built-up  Area,Ready To Move,Other,2.0,1370.0,2.0,2.0,75.0,5474.4525547445255
Super built-up  Area,Ready To Move,Other,2.0,1000.0,1.0,1.0,55.0,5500.0
Built-up  Area,Ready To Move,Other,1.0,1050.0,1.0,1.0,70.0,6666.666666666667
Plot  Area,Ready To Move,Other,3.0,1200.0,2.0,0.0,80.0,6666.666666666667
Built-up  Area,Ready To Move,Other,1.0,400.0,1.0,0.0,14.0,3500.0
Super built-up  Area,Ready To Move,Other,2.0,1200.0,2.0,2.0,70.0,5833.333333333333
Super built-up  Area,Ready To Move,Other,3.0,1767.0,3.0,2.0,98.0,5546.1233729485
Super built-up  Area,Ready To Move,Other,2.0,1100.0,2.0,1.0,60.0,5454.545454545455
Super built-up  Area,Ready To Move,Other,2.0,1300.0,2.0,1.0,79.0,6076.923076923077
Plot  Area,Ready To Move,Other,4.0,1800.0,4.0,2.0,145.0,8055.555555555556
Super built-up  Area,Ready To Move,Other,3.0,1533.0,3.0,2.0,85.0,5544.683626875408
Super built-up  Area,Ready To Move,Other,2.0,1452.55,2.0,3.0,110.0,7572.889057175313
Built-up  Area,Ready To Move,Other,3.0,2357.0,3.0,2.0,151.0,6406.448875689436
Super built-up  Area,Ready To Move,Other,2.0,1170.0,2.0,3.0,105.0,8974.358974358975
Super built-up  Area,Under Construction,Other,3.0,1411.0,3.0,2.0,91.72,6500.3543586109145
Plot  Area,Ready To Move,Other,3.0,1100.0,3.0,1.0,78.0,7090.909090909091
Built-up  Area,Ready To Move,Other,3.0,1945.0,3.0,3.0,120.0,6169.665809768638
Built-up  Area,Ready To Move,Other,3.0,1150.0,2.0,1.0,75.0,6521.739130434783
Plot  Area,Ready To Move,Other,3.0,1200.0,3.0,1.0,74.0,6166.666666666667
Super built-up  Area,Ready To Move,Other,3.0,1229.0,3.0,1.0,86.03,7000.0
Built-up  Area,Ready To Move,Other,2.0,1030.0,2.0,3.0,61.0,5922.330097087379
Built-up  Area,Ready To Move,Other,1.0,600.0,1.0,0.0,32.0,5333.333333333333
Super built-up  Area,Ready To Move,Other,2.0,1315.0,2.0,2.0,90.0,6844.106463878327
Super built-up  Area,Ready To Move,Other,2.0,1210.0,2.0,2.0,72.0,5950.413223140496
Super built-up  Area,Ready To Move,Other,2.0,1170.0,2.0,2.0,68.0,5811.965811965812
Plot  Area,Ready To Move,Other,2.0,1600.0,2.0,2.0,110.0,6875.0
Super built-up  Area,Ready To Move,Other,3.0,1370.0,2.0,2.0,75.0,5474.4525547445255
Super built-up  Area,Ready To Move,Other,3.0,1700.0,3.0,1.0,97.0,5705.882352941177
Super built-up  Area,Ready To Move,Other,3.0,1900.0,3.0,3.0,160.0,8421.052631578947
Built-up  Area,Ready To Move,Other,2.0,1100.0,2.0,1.0,75.0,6818.181818181818
Built-up  Area,Ready To Move,Other,3.0,1929.0,3.0,2.0,115.0,5961.638154484189
Super built-up  Area,Ready To Move,Other,2.0,1100.0,2.0,1.0,70.0,6363.636363636364
Super built-up  Area,Ready To Move,Other,1.0,700.0,1.0,1.0,41.0,5857.142857142857
Super built-up  Area,Ready To Move,Other,2.0,1100.0,2.0,3.0,61.0,5545.454545454545
Plot  Area,Ready To Move,Other,1.0,1260.0,1.0,0.0,41.0,3253.968253968254
Plot  Area,Ready To Move,Other,1.0,1500.0,1.0,0.0,37.5,2500.0
Built-up  Area,Ready To Move,Other,1.0,600.0,1.0,1.0,17.0,2833.333333333333
Super built-up  Area,Ready To Move,Other,2.0,1165.0,2.0,2.0,75.0,6437.768240343347
Plot  Area,Ready To Move,Other,3.0,1272.0,4.0,0.0,75.0,5896.226415094339
Super built-up  Area,Ready To Move,Other,3.0,1000.0,2.0,1.0,65.0,6500.0
Plot  Area,Ready To Move,Other,3.0,1200.0,3.0,1.0,90.0,7500.0
Built-up  Area,Ready To Move,Other,1.0,890.0,1.0,1.0,75.0,8426.966292134832
Super built-up  Area,Ready To Move,Other,3.0,1690.0,3.0,2.0,100.0,5917.15976331361
Plot  Area,Ready To Move,Other,2.0,1350.0,2.0,0.0,90.0,6666.666666666667
Super built-up  Area,Ready To Move,Other,3.0,1460.0,3.0,2.0,88.0,6027.397260273972
Super built-up  Area,Ready To Move,Other,3.0,1685.0,3.0,2.0,95.0,5637.982195845697
Plot  Area,Under Construction,Other,1.0,800.0,1.0,0.0,52.0,6500.0
Plot  Area,Ready To Move,Other,2.0,792.0,2.0,1.0,70.0,8838.38383838384
Plot  Area,Ready To Move,Other,1.0,461.82,1.0,1.0,31.7,6864.146204148803
Plot  Area,Under Construction,Other,3.0,1500.0,2.0,0.0,85.0,5666.666666666667
Super built-up  Area,Ready To Move,Other,2.0,1260.0,2.0,1.0,75.0,5952.380952380952
Built-up  Area,Ready To Move,Other,3.0,1950.0,3.0,2.0,130.0,6666.666666666667
Super built-up  Area,Ready To Move,Other,2.0,1308.0,2.0,2.0,92.66,7084.0978593272175
Super built-up  Area,Ready To Move,Other,3.0,2100.0,3.0,3.0,170.0,8095.238095238095
Built-up  Area,Ready To Move,Other,3.0,1991.0,3.0,2.0,160.0,8036.162732295329
Built-up  Area,Ready To Move,Other,3.0,1200.0,3.0,2.0,66.0,5500.0
Plot  Area,Ready To Move,Other,2.0,1375.0,2.0,1.0,105.0,7636.363636363636
Super built-up  Area,Under Construction,Other,3.0,1693.0,3.0,2.0,108.0,6379.208505611341
Super built-up  Area,Ready To Move,Other,3.0,1150.0,2.0,2.0,77.5,6739.130434782609
Super built-up  Area,Ready To Move,Other,2.0,1058.0,2.0,2.0,60.0,5671.077504725898
Built-up  Area,Ready To Move,Other,1.0,900.0,1.0,1.0,30.0,3333.333333333333
Super built-up  Area,Ready To Move,Other,3.0,1672.0,3.0,2.0,150.0,8971.291866028709
Super built-up  Area,Ready To Move,Other,2.0,1468.0,3.0,2.0,130.0,8855.58583106267
Super built-up  Area,Ready To Move,Other,3.0,1080.0,2.0,2.0,75.0,6944.444444444444
Super built-up  Area,Ready To Move,Other,3.0,2400.0,2.0,1.0,150.0,6250.0
Super built-up  Area,Ready To Move,Other,2.0,1125.0,2.0,1.0,75.0,6666.666666666667
Built-up  Area,Ready To Move,Other,3.0,1596.0,3.0,0.0,95.0,5952.380952380952
Built-up  Area,Ready To Move,Other,3.0,1639.0,3.0,3.0,123.0,7504.5759609518
Super built-up  Area,Under Construction,Other,1.0,525.0,1.0,1.0,26.0,4952.380952380952
Carpet  Area,Ready To Move,Other,3.0,1372.0,2.0,1.0,90.0,6559.766763848396
Built-up  Area,Ready To Move,Other,2.0,925.0,2.0,2.0,63.0,6810.810810810811
Plot  Area,Ready To Move,Other,4.0,1200.0,3.0,1.0,95.0,7916.666666666667
Plot  Area,Ready To Move,Other,2.0,1200.0,2.0,0.0,79.0,6583.333333333333
Plot  Area,Ready To Move,Other,4.0,1584.0,3.0,2.0,145.0,9154.040404040405
Super built-up  Area,Ready To Move,Other,3.0,1570.0,3.0,1.0,115.0,7324.84076433121
Built-up  Area,Ready To Move,Other,1.0,705.0,1.0,2.0,36.5,5177.304964539007
Super built-up  Area,Ready To Move,Other,3.0,1340.0,3.0,3.0,77.0,5746.268656716418
Plot  Area,Ready To Move,Other,1.0,1260.0,1.0,1.0,41.0,3253.968253968254
Built-up  Area,Ready To Move,Other,3.0,1485.0,3.0,2.0,85.0,5723.905723905724
Built-up  Area,Ready To Move,Other,1.0,596.0,1.0,1.0,42.0,7046.979865771812
Plot  Area,Ready To Move,Other,4.0,1200.0,4.0,3.0,110.0,9166.666666666666
Built-up  Area,Ready To Move,Other,3.0,1750.0,3.0,3.0,149.0,8514.285714285714
Super built-up  Area,Under Construction,Other,2.0,985.0,2.0,1.0,63.0,6395.9390862944165
Super built-up  Area,Ready To Move,Other,3.0,1490.0,2.0,3.0,88.0,5906.040268456376
Super built-up  Area,Ready To Move,Other,1.0,650.0,1.0,0.0,30.0,4615.384615384615
Super built-up  Area,Ready To Move,Other,3.0,1500.0,2.0,2.0,89.99,5999.333333333333
Super built-up  Area,Ready To Move,Other,1.0,910.0,1.0,1.0,42.0,4615.384615384615
Built-up  Area,Ready To Move,Other,1.0,532.0,1.0,1.0,22.49,4227.443609022556
Super built-up  Area,Ready To Move,Other,3.0,1060.0,3.0,1.0,62.0,5849.056603773585
Built-up  Area,Ready To Move,Other,2.0,1000.0,2.0,1.0,80.0,8000.0
Built-up  Area,Under Construction,Other,3.0,1500.0,2.0,0.0,97.0,6466.666666666667
Super built-up  Area,Under Construction,Other,3.0,1865.0,4.0,2.0,140.0,7506.702412868633
Super built-up  Area,Under Construction,Other,3.0,1320.0,2.0,2.0,73.0,5530.30303030303
Plot  Area,Ready To Move,Other,2.0,675.0,3.0,1.0,52.0,7703.703703703703
Super built-up  Area,Ready To Move,Other,3.0,1801.0,3.0,2.0,139.0,7717.934480843975
Plot  Area,Ready To Move,Other,2.0,2400.0,2.0,1.0,160.0,6666.666666666667
Built-up  Area,Under Construction,Other,2.0,1150.0,2.0,1.0,75.0,6521.739130434783
Super built-up  Area,Ready To Move,Other,3.0,1390.0,2.0,2.0,80.0,5755.395683453237
Super built-up  Area,Ready To Move,Other,3.0,1550.0,2.0,2.0,90.0,5806.451612903225
Plot  Area,Ready To Move,Other,4.0,1500.0,4.0,0.0,110.0,7333.333333333333
Super built-up  Area,Ready To Move,Other,3.0,1839.0,3.0,3.0,165.0,8972.26753670473
Super built-up  Area,Ready To Move,Other,2.0,900.0,2.0,1.0,70.0,7777.777777777777
Plot  Area,Ready To Move,Other,1.0,750.0,2.0,0.0,50.0,6666.666666666667
Built-up  Area,Ready To Move,Other,3.0,1605.0,2.0,3.0,85.0,5295.95015576324
Plot  Area,Ready To Move,Other,2.0,1200.0,2.0,0.0,70.0,5833.333333333333
Super built-up  Area,Ready To Move,Other,3.0,1904.0,3.0,3.0,155.0,8140.756302521008
Built-up  Area,Under Construction,Other,1.0,813.0,1.0,1.0,39.0,4797.047970479704
Super built-up  Area,Ready To Move,Other,3.0,1630.0,2.0,2.0,97.78,5998.773006134969
Built-up  Area,Ready To Move,Other,2.0,1280.0,2.0,1.0,75.0,5859.375
Built-up  Area,Ready To Move,Other,1.0,500.0,1.0,0.0,24.0,4800.0
Plot  Area,Ready To Move,Other,2.0,1200.0,2.0,1.0,100.0,8333.333333333334
Super built-up  Area,Ready To Move,Other,3.0,1265.0,2.0,1.0,82.0,6482.213438735178
Built-up  Area,Ready To Move,Other,3.0,1850.0,3.0,3.0,98.0,5297.2972972972975
Plot  Area,Under Construction,Other,4.0,2360.0,4.0,2.0,150.0,6355.932203389831
Super built-up  Area,Ready To Move,Other,2.0,1030.0,2.0,1.0,77.25,7500.0
