area_type,availability,location,size(BHK),total_sqft,bath,balcony,price,price_per_sqft
Built-up  Area,Ready To Move,Sarjapur,4.0,3854.5,6.0,0.0,385.5,0.10001297185108315
Super built-up  Area,Ready To Move,Other,2.0,800.0,2.0,1.0,85.0,0.10625
Super built-up  Area,Ready To Move,Gunjur,2.0,1175.0,2.0,2.0,43.48,0.037004255319148936
Plot  Area,Ready To Move,Sahakara Nagar,3.0,2400.0,3.0,2.0,270.0,0.1125
Super built-up  Area,Ready To Move,Bellandur,3.0,1767.0,3.0,2.0,109.0,0.06168647425014148
Super built-up  Area,Ready To Move,Sarjapur  Road,4.0,1800.0,3.0,1.0,90.0,0.05
Plot  Area,Ready To Move,R.T. Nagar,3.0,1200.0,3.0,2.0,140.0,0.11666666666666667
Super built-up  Area,Under Construction,Rajaji Nagar,3.0,1613.0,3.0,0.0,150.0,0.0929944203347799
Super built-up  Area,Ready To Move,Jakkur,4.0,6830.0,5.0,2.0,795.0,0.116398243045388
Built-up  Area,Ready To Move,Whitefield,2.0,1290.0,2.0,0.0,90.0,0.06976744186046512
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,1375.0,2.0,1.0,78.0,0.05672727272727273
Super built-up  Area,Ready To Move,Other,2.0,985.0,2.0,2.0,57.0,0.05786802030456853
Plot  Area,Ready To Move,Other,4.0,1200.0,4.0,1.0,200.0,0.16666666666666666
Super built-up  Area,Ready To Move,Singasandra,2.0,1099.0,2.0,1.0,37.5,0.034121929026387623
Super built-up  Area,Under Construction,Electronic City,1.0,605.0,1.0,0.0,13.31,0.022000000000000002
Super built-up  Area,Ready To Move,Other,11.0,6000.0,12.0,2.0,150.0,0.025
Built-up  Area,Ready To Move,Other,7.0,3600.0,7.0,3.0,160.0,0.044444444444444446
Super built-up  Area,Ready To Move,Marathahalli,2.0,1200.0,2.0,1.0,53.0,0.04416666666666667
Built-up  Area,Ready To Move,Hulimavu,2.0,1000.0,2.0,1.0,45.0,0.045
Super built-up  Area,Ready To Move,Electronic City,3.0,1159.0,2.0,3.0,38.0,0.03278688524590164
Super built-up  Area,Ready To Move,Sarjapur  Road,5.0,3692.0,5.0,2.0,340.0,0.09209100758396534
Plot  Area,Ready To Move,Other,2.0,600.0,2.0,1.0,80.0,0.13333333333333333
Plot  Area,Ready To Move,Other,4.0,2400.0,4.0,3.0,600.0,0.25
Built-up  Area,Ready To Move,BTM Layout,3.0,1540.0,2.0,2.0,78.0,0.05064935064935065
Built-up  Area,Ready To Move,Other,3.0,1503.0,2.0,2.0,93.0,0.06187624750499002
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1850.0,4.0,2.0,120.0,0.06486486486486487
Built-up  Area,Ready To Move,Uttarahalli,3.0,1580.0,3.0,1.0,60.0,0.0379746835443038
Super built-up  Area,Ready To Move,Mico Layout,2.0,1190.0,2.0,2.0,39.25,0.032983193277310925
Plot  Area,Ready To Move,Other,2.0,1200.0,2.0,1.0,61.0,0.050833333333333335
Plot  Area,Ready To Move,HAL 2nd Stage,7.0,1000.0,7.0,3.0,250.0,0.25
Super built-up  Area,Under Construction,Jakkur,2.0,850.0,1.0,1.0,19.9,0.02341176470588235
Super built-up  Area,Ready To Move,Domlur,3.0,2180.0,3.0,2.0,285.0,0.13073394495412843
Super built-up  Area,Ready To Move,Other,3.0,2500.0,2.0,1.0,60.0,0.024
Plot  Area,Under Construction,ITPL,3.0,1200.0,3.0,1.0,56.12,0.046766666666666665
Super built-up  Area,Ready To Move,Other,3.0,1500.0,2.0,2.0,52.0,0.034666666666666665
Plot  Area,Ready To Move,Other,5.0,1200.0,3.0,2.0,180.0,0.15
Super built-up  Area,Ready To Move,Thanisandra,3.0,1880.0,3.0,3.0,120.0,0.06382978723404255
Super built-up  Area,Ready To Move,Padmanabhanagar,2.0,1150.0,2.0,2.0,45.0,0.0391304347826087
Plot  Area,Under Construction,Kasavanhalli,4.0,4408.0,4.0,2.0,344.0,0.0780399274047187
Super built-up  Area,Ready To Move,Sarjapur  Road,5.0,7800.0,6.0,2.0,385.0,0.04935897435897436
Plot  Area,Ready To Move,Kumaraswami Layout,6.0,600.0,6.0,3.0,100.0,0.16666666666666666
Plot  Area,Under Construction,Other,4.0,750.0,4.0,1.0,95.0,0.12666666666666668
Built-up  Area,Ready To Move,Karuna Nagar,3.0,1962.0,3.0,2.0,175.0,0.0891946992864424
Super built-up  Area,Under Construction,Other,3.0,1765.0,3.0,2.0,77.27,0.043779036827195465
Super built-up  Area,Ready To Move,Attibele,2.0,1174.0,2.0,1.0,29.35,0.025
Super built-up  Area,Under Construction,Bannerghatta Road,3.0,1894.0,3.0,1.0,115.0,0.06071805702217529
Plot  Area,Ready To Move,Ramamurthy Nagar,4.0,960.0,2.0,2.0,138.0,0.14375
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3.0,1760.0,3.0,2.0,142.0,0.08068181818181819
Built-up  Area,Ready To Move,Other,3.0,1768.0,3.0,3.0,95.0,0.05373303167420815
Built-up  Area,Ready To Move,Kothanur,3.0,1790.0,3.0,0.0,97.0,0.05418994413407821
Plot  Area,Under Construction,Other,4.0,3500.0,5.0,1.0,800.0,0.22857142857142856
Plot  Area,Under Construction,Whitefield,2.0,1200.0,2.0,1.0,45.0,0.0375
Built-up  Area,Ready To Move,Kengeri,4.0,2540.0,4.0,0.0,160.0,0.06299212598425197
Super built-up  Area,Ready To Move,Mahadevpura,2.0,1137.0,2.0,1.0,53.4,0.04696569920844327
Super built-up  Area,Under Construction,Jakkur,4.0,3181.0,2.0,2.0,229.0,0.07198994027035524
Plot  Area,Ready To Move,Other,7.0,1200.0,6.0,2.0,115.0,0.09583333333333334
Super built-up  Area,Ready To Move,Mysore Road,3.0,1568.0,2.0,2.0,100.0,0.06377551020408163
Built-up  Area,Ready To Move,Devanahalli,4.0,4920.0,4.0,0.0,393.5,0.07997967479674797
Super built-up  Area,Ready To Move,AECS Layout,2.0,1308.0,2.0,1.0,60.0,0.045871559633027525
Super built-up  Area,Under Construction,Other,4.0,3060.0,4.0,2.0,350.0,0.11437908496732026
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1200.0,2.0,1.0,41.0,0.034166666666666665
Super built-up  Area,Ready To Move,Other,1.0,800.0,1.0,2.0,32.0,0.04
Super built-up  Area,Under Construction,Electronic City,1.0,530.0,1.0,1.0,13.5,0.02547169811320755
Built-up  Area,Ready To Move,Bisuvanahalli,3.0,873.0,2.0,1.0,40.0,0.045819014891179836
Plot  Area,Ready To Move,Other,7.0,3000.0,6.0,3.0,145.0,0.04833333333333333
Plot  Area,Ready To Move,Other,4.0,1200.0,4.0,1.0,235.0,0.19583333333333333
Super built-up  Area,Ready To Move,Subramanyapura,2.0,958.0,2.0,1.0,33.53,0.035
Super built-up  Area,Under Construction,Talaghattapura,3.0,2273.0,3.0,3.0,159.0,0.06995160580730313
Plot  Area,Under Construction,Banashankari Stage VI,3.0,600.0,3.0,2.0,90.0,0.15
Super built-up  Area,Ready To Move,Thanisandra,1.0,760.0,1.0,2.0,50.0,0.06578947368421052
Super built-up  Area,Ready To Move,Dommasandra,2.0,1090.0,2.0,2.0,43.5,0.03990825688073395
Super built-up  Area,Ready To Move,Bellandur,3.0,2666.0,3.0,1.0,230.0,0.08627156789197299
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1550.0,2.0,1.0,89.0,0.05741935483870968
Super built-up  Area,Under Construction,Ramagondanahalli,2.0,1251.0,2.0,1.0,50.0,0.03996802557953637
Super built-up  Area,Ready To Move,Electronic City,2.0,1070.0,2.0,1.0,53.0,0.04953271028037383
Super built-up  Area,Ready To Move,Kalena Agrahara,2.0,1200.0,2.0,2.0,45.0,0.0375
Built-up  Area,Ready To Move,CV Raman Nagar,3.0,1435.0,2.0,2.0,60.0,0.041811846689895474
Built-up  Area,Ready To Move,Bommasandra,3.0,1400.0,2.0,3.0,45.0,0.03214285714285714
Super built-up  Area,Ready To Move,Judicial Layout,4.0,2330.0,3.0,2.0,94.71,0.040648068669527894
Super built-up  Area,Ready To Move,Thanisandra,2.0,1200.0,2.0,3.0,60.0,0.05
Super built-up  Area,Ready To Move,Panathur,2.0,1000.0,2.0,2.0,40.0,0.04
Super built-up  Area,Under Construction,Bannerghatta Road,3.0,1655.0,2.0,2.0,62.89,0.038
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,9.0,3600.0,9.0,3.0,240.0,0.06666666666666667
Plot  Area,Ready To Move,Other,1.0,600.0,1.0,1.0,35.0,0.058333333333333334
Super built-up  Area,Ready To Move,Electronics City Phase 1,2.0,1175.0,2.0,1.0,50.0,0.0425531914893617
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1155.0,2.0,2.0,40.43,0.035004329004329
Plot  Area,Ready To Move,Magadi Road,3.0,1200.0,3.0,2.0,98.0,0.08166666666666667
Super built-up  Area,Ready To Move,Budigere,2.0,1149.0,2.0,2.0,65.0,0.05657093124456049
Super built-up  Area,Ready To Move,Jakkur,3.0,1745.0,2.0,2.0,98.485,0.05643839541547278
Plot  Area,Ready To Move,Choodasandra,4.0,3200.0,4.0,2.0,375.0,0.1171875
Super built-up  Area,Ready To Move,Other,2.0,1010.0,2.0,2.0,55.0,0.054455445544554455
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,1718.0,3.0,2.0,119.0,0.06926658905704307
Super built-up  Area,Ready To Move,Other,2.0,650.0,1.0,1.0,20.0,0.03076923076923077
Super built-up  Area,Ready To Move,Banashankari,2.0,1330.0,2.0,2.0,77.0,0.05789473684210526
Super built-up  Area,Ready To Move,Hormavu,2.0,1200.0,2.0,2.0,68.0,0.056666666666666664
Super built-up  Area,Under Construction,Bannerghatta Road,3.0,1693.0,3.0,2.0,89.0,0.052569403425871235
Super built-up  Area,Under Construction,Koramangala,2.0,1249.0,2.0,1.0,165.0,0.1321056845476381
Built-up  Area,Ready To Move,Thanisandra,3.0,1800.0,4.0,1.0,125.0,0.06944444444444445
Plot  Area,Ready To Move,Margondanahalli,2.0,900.0,2.0,0.0,55.0,0.06111111111111111
Super built-up  Area,Ready To Move,NGR Layout,2.0,1020.0,2.0,1.0,46.0,0.045098039215686274
Super built-up  Area,Ready To Move,Amruthahalli,3.0,1700.0,3.0,2.0,77.0,0.045294117647058825
Built-up  Area,Under Construction,Panathur,1.0,661.0,1.0,1.0,40.0,0.060514372163388806
Super built-up  Area,Under Construction,Bannerghatta Road,2.0,1280.0,2.0,2.0,60.16,0.047
Plot  Area,Ready To Move,Other,5.0,1000.0,4.0,2.0,90.0,0.09
Super built-up  Area,Ready To Move,Hosur Road,2.0,1170.0,2.0,1.0,48.0,0.041025641025641026
Super built-up  Area,Ready To Move,Thanisandra,1.0,933.0,2.0,1.0,58.0,0.06216505894962487
Built-up  Area,Ready To Move,Sarjapur  Road,2.0,1150.0,2.0,0.0,44.0,0.03826086956521739
Super built-up  Area,Ready To Move,Benson Town,4.0,3633.0,6.0,2.0,550.0,0.15139003578309937
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,1380.0,3.0,3.0,130.0,0.09420289855072464
Built-up  Area,Ready To Move,Banjara Layout,2.0,1050.0,2.0,1.0,64.8,0.061714285714285715
Super built-up  Area,Ready To Move,Other,2.0,1080.0,2.0,1.0,37.8,0.034999999999999996
Super built-up  Area,Ready To Move,Harlur,2.0,1303.0,2.0,1.0,90.0,0.06907137375287797
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1196.0,2.0,2.0,40.54,0.03389632107023411
Built-up  Area,Ready To Move,Nagarbhavi,5.0,2500.0,3.0,2.0,180.0,0.072
Plot  Area,Ready To Move,Sarjapur  Road,5.0,1200.0,4.0,1.0,95.0,0.07916666666666666
Super built-up  Area,Under Construction,Bommanahalli,3.0,1250.0,3.0,2.0,41.0,0.0328
Super built-up  Area,Ready To Move,Akshaya Nagar,3.0,1419.0,2.0,3.0,87.0,0.0613107822410148
Super built-up  Area,Ready To Move,Banashankari,2.0,1200.0,2.0,3.0,49.0,0.04083333333333333
Built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1120.0,2.0,2.0,65.0,0.05803571428571429
Super built-up  Area,Ready To Move,Electronics City Phase 1,1.0,762.5,1.0,0.0,45.4,0.05954098360655737
Super built-up  Area,Ready To Move,Electronics City Phase 1,2.0,1245.0,2.0,1.0,75.0,0.060240963855421686
Built-up  Area,Ready To Move,Other,4.0,3978.0,4.0,3.0,428.0,0.10759175465057819
Super built-up  Area,Ready To Move,Channasandra,2.0,1093.0,2.0,1.0,34.0,0.03110704483074108
Super built-up  Area,Under Construction,Electronic City,2.0,1025.0,1.0,1.0,26.63,0.025980487804878046
Super built-up  Area,Ready To Move,Hebbal,2.0,1345.0,2.0,1.0,97.0,0.07211895910780669
Plot  Area,Ready To Move,Other,2.0,1500.0,2.0,1.0,45.0,0.03
Super built-up  Area,Under Construction,Vijayanagar,2.0,1180.0,2.0,1.0,86.0,0.07288135593220339
Super built-up  Area,Ready To Move,NGR Layout,2.0,1020.0,2.0,1.0,48.45,0.0475
Super built-up  Area,Ready To Move,Other,3.0,1800.0,3.0,3.0,85.0,0.04722222222222222
Super built-up  Area,Under Construction,Konanakunte,4.0,3621.0,4.0,1.0,511.0,0.14112123722728528
Super built-up  Area,Ready To Move,Other,3.0,2008.0,3.0,2.0,170.0,0.0846613545816733
Super built-up  Area,Under Construction,Kothannur,3.0,1240.0,2.0,2.0,39.85,0.032137096774193546
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1020.0,2.0,1.0,55.0,0.05392156862745098
Super built-up  Area,Ready To Move,Other,3.0,2095.0,3.0,2.0,142.0,0.06778042959427208
Super built-up  Area,Ready To Move,Gunjur,3.0,1362.0,3.0,2.0,62.63,0.04598384728340676
Super built-up  Area,Ready To Move,Yelahanka,1.0,694.0,1.0,0.0,30.84,0.04443804034582133
Super built-up  Area,Ready To Move,Vittasandra,2.0,1404.0,2.0,2.0,70.0,0.04985754985754986
Super built-up  Area,Ready To Move,Electronic City Phase II,3.0,1192.0,2.0,3.0,47.0,0.03942953020134228
Plot  Area,Ready To Move,Other,8.0,1850.0,12.0,2.0,300.0,0.16216216216216217
Plot  Area,Ready To Move,Mahalakshmi Layout,4.0,1050.0,1.0,0.0,35.0,0.03333333333333333
Super built-up  Area,Ready To Move,Vittasandra,2.0,1259.0,2.0,1.0,67.48,0.053598093725178715
Super built-up  Area,Ready To Move,Kengeri,2.0,1000.0,2.0,2.0,34.0,0.034
Super built-up  Area,Under Construction,Rachenahalli,2.0,985.0,2.0,1.0,49.97,0.05073096446700508
Built-up  Area,Ready To Move,Indira Nagar,1.0,850.0,1.0,2.0,60.0,0.07058823529411765
Built-up  Area,Ready To Move,Uttarahalli,3.0,1650.0,2.0,1.0,50.0,0.030303030303030304
Plot  Area,Ready To Move,Rajaji Nagar,5.0,2400.0,3.0,1.0,320.0,0.13333333333333333
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1900.0,4.0,1.0,180.0,0.09473684210526316
Super built-up  Area,Ready To Move,Ambedkar Nagar,2.0,1367.0,2.0,2.0,86.0,0.06291148500365765
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,1210.0,2.0,2.0,81.0,0.06694214876033058
Super built-up  Area,Ready To Move,Other,2.0,1190.0,2.0,1.0,48.6,0.04084033613445378
Super built-up  Area,Ready To Move,Sarjapur,2.0,1175.0,2.0,2.0,42.0,0.03574468085106383
Super built-up  Area,Ready To Move,R.T. Nagar,4.0,2800.0,4.0,2.0,400.0,0.14285714285714285
Super built-up  Area,Ready To Move,Whitefield,2.0,1140.0,2.0,2.0,40.0,0.03508771929824561
Super built-up  Area,Ready To Move,Hoskote,2.0,1095.0,2.0,2.0,33.6,0.030684931506849318
Super built-up  Area,Ready To Move,Attibele,1.0,782.0,1.0,0.0,19.55,0.025
Super built-up  Area,Ready To Move,Gubbalala,3.0,1435.0,2.0,2.0,80.0,0.05574912891986063
Super built-up  Area,Ready To Move,Choodasandra,2.0,725.0,2.0,2.0,36.0,0.0496551724137931
Built-up  Area,Ready To Move,Other,3.0,1600.0,2.0,2.0,88.0,0.055
Plot  Area,Ready To Move,9th Phase JP Nagar,5.0,1200.0,5.0,2.0,160.0,0.13333333333333333
Super built-up  Area,Ready To Move,Hosakerehalli,4.0,3205.0,4.0,2.0,300.0,0.093603744149766
Plot  Area,Ready To Move,Vishwapriya Layout,4.0,720.0,3.0,1.0,95.0,0.13194444444444445
Super built-up  Area,Ready To Move,Nehru Nagar,3.0,1674.0,3.0,2.0,90.0,0.053763440860215055
Plot  Area,Ready To Move,Other,4.0,860.0,4.0,2.0,125.0,0.14534883720930233
Super built-up  Area,Under Construction,Kanakpura Road,3.0,1703.0,3.0,2.0,130.0,0.07633587786259542
Super built-up  Area,Under Construction,Padmanabhanagar,3.0,1350.0,3.0,1.0,71.55,0.053
Super built-up  Area,Ready To Move,Horamavu Agara,2.0,1145.0,2.0,1.0,41.21,0.03599126637554585
Super built-up  Area,Under Construction,Whitefield,2.0,1216.0,2.0,1.0,75.0,0.061677631578947366
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1100.0,3.0,1.0,60.0,0.05454545454545454
Super built-up  Area,Ready To Move,Sarjapur  Road,4.0,2425.0,5.0,1.0,201.0,0.08288659793814433
Plot  Area,Ready To Move,Kothanur,4.0,2700.0,4.0,2.0,175.0,0.06481481481481481
Carpet  Area,Ready To Move,Kanakpura Road,3.0,1600.0,3.0,3.0,90.0,0.05625
Super built-up  Area,Under Construction,Banashankari Stage V,3.0,1510.0,3.0,3.0,47.57,0.03150331125827815
Super built-up  Area,Ready To Move,Hosakerehalli,4.0,3033.0,4.0,1.0,326.0,0.10748433893834487
Plot  Area,Ready To Move,Pai Layout,2.0,780.0,2.0,1.0,72.0,0.09230769230769231
Built-up  Area,Ready To Move,Banashankari Stage II,2.0,1250.0,2.0,2.0,110.0,0.088
Plot  Area,Ready To Move,Sarjapur  Road,5.0,1480.0,4.0,1.0,169.0,0.11418918918918919
Plot  Area,Ready To Move,Horamavu Agara,4.0,1250.0,4.0,1.0,100.0,0.08
Plot  Area,Ready To Move,Other,4.0,1350.0,4.0,2.0,160.0,0.11851851851851852
Built-up  Area,Ready To Move,Laggere,1.0,620.0,2.0,0.0,48.0,0.07741935483870968
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3.0,1630.0,3.0,2.0,60.65,0.037208588957055214
Built-up  Area,Ready To Move,Hennur Road,2.0,1020.0,2.0,0.0,45.0,0.04411764705882353
Super built-up  Area,Under Construction,Hosakerehalli,3.0,1410.0,2.0,2.0,53.58,0.038
Carpet  Area,Under Construction,Bhoganhalli,2.0,1181.7,2.0,1.0,100.0,0.08462384700008461
Plot  Area,Ready To Move,Other,9.0,1200.0,8.0,3.0,270.0,0.225
Built-up  Area,Ready To Move,KR Puram,4.0,1200.0,4.0,0.0,83.0,0.06916666666666667
Super built-up  Area,Ready To Move,Banaswadi,2.0,1200.0,2.0,3.0,60.0,0.05
Super built-up  Area,Ready To Move,Old Airport Road,2.0,1050.0,2.0,2.0,50.0,0.047619047619047616
Super built-up  Area,Under Construction,Whitefield,2.0,1356.0,2.0,1.0,94.84,0.0699410029498525
Super built-up  Area,Under Construction,Whitefield,2.0,1338.0,2.0,1.0,103.0,0.07698056801195814
Super built-up  Area,Ready To Move,Other,1.0,500.0,1.0,1.0,20.0,0.04
Super built-up  Area,Under Construction,Other,3.0,1280.0,2.0,1.0,100.0,0.078125
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3.0,1531.0,3.0,3.0,51.77,0.03381450032658393
Super built-up  Area,Under Construction,Other,4.0,11000.0,4.0,1.0,1600.0,0.14545454545454545
Built-up  Area,Ready To Move,Anekal,2.0,620.0,1.0,1.0,23.5,0.03790322580645161
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3.0,1605.0,2.0,2.0,65.0,0.040498442367601244
Super built-up  Area,Ready To Move,Thanisandra,3.0,1917.0,3.0,2.0,110.0,0.05738132498695879
Plot  Area,Ready To Move,Nagarbhavi,4.0,1200.0,3.0,1.0,340.0,0.2833333333333333
Super built-up  Area,Ready To Move,Other,3.0,2750.0,3.0,2.0,943.0,0.3429090909090909
Built-up  Area,Ready To Move,Sarjapur  Road,3.0,1400.0,3.0,2.0,55.0,0.039285714285714285
Built-up  Area,Ready To Move,Thubarahalli,3.0,2625.0,3.0,3.0,175.0,0.06666666666666667
Super built-up  Area,Ready To Move,Hennur Road,3.0,2041.0,3.0,3.0,128.0,0.06271435570798628
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2070.0,4.0,2.0,160.0,0.07729468599033816
Super built-up  Area,Ready To Move,Hebbal,3.0,1110.0,3.0,3.0,59.0,0.05315315315315315
Built-up  Area,Ready To Move,Other,3.0,1650.0,3.0,1.0,110.0,0.06666666666666667
Plot  Area,Under Construction,Ambedkar Nagar,4.0,3565.0,4.0,3.0,255.0,0.07152875175315568
Super built-up  Area,Under Construction,Varthur Road,3.0,1033.0,2.0,2.0,30.47,0.029496611810261374
Super built-up  Area,Ready To Move,HSR Layout,2.0,1142.0,2.0,2.0,65.0,0.05691768826619965
Super built-up  Area,Ready To Move,Other,3.0,1500.0,2.0,2.0,75.0,0.05
Super built-up  Area,Ready To Move,Electronic City Phase II,3.0,1502.0,3.0,3.0,50.0,0.033288948069241014
Super built-up  Area,Ready To Move,Other,3.0,1176.0,2.0,1.0,45.0,0.03826530612244898
Super built-up  Area,Under Construction,Hosa Road,2.0,1063.0,2.0,1.0,32.8,0.030856067732831605
Built-up  Area,Ready To Move,Kammanahalli,2.0,1100.0,2.0,1.0,60.0,0.05454545454545454
Plot  Area,Ready To Move,Other,2.0,1044.0,2.0,2.0,85.0,0.08141762452107279
Plot  Area,Ready To Move,Sarjapur  Road,3.0,5400.0,3.0,2.0,700.0,0.12962962962962962
Built-up  Area,Ready To Move,6th Phase JP Nagar,2.0,1216.0,2.0,2.0,60.0,0.049342105263157895
Super built-up  Area,Ready To Move,Other,3.0,1425.0,3.0,2.0,55.0,0.03859649122807018
Plot  Area,Ready To Move,Other,8.0,1200.0,8.0,2.0,150.0,0.125
Super built-up  Area,Ready To Move,Hosur Road,2.0,1345.0,2.0,2.0,108.0,0.08029739776951673
Super built-up  Area,Ready To Move,Marathahalli,2.0,1248.0,2.0,1.0,130.0,0.10416666666666667
Plot  Area,Ready To Move,Other,4.0,1830.0,4.0,2.0,325.0,0.17759562841530055
Built-up  Area,Ready To Move,Other,2.0,900.0,1.0,0.0,130.0,0.14444444444444443
Built-up  Area,Ready To Move,Bellandur,4.0,3600.0,4.0,2.0,245.0,0.06805555555555555
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1025.0,2.0,1.0,35.88,0.03500487804878049
Plot  Area,Ready To Move,Other,2.0,840.0,1.0,1.0,99.0,0.11785714285714285
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3.0,3050.0,2.0,2.0,90.0,0.029508196721311476
Super built-up  Area,Ready To Move,Kadubeesanahalli,3.0,1424.0,2.0,2.0,75.0,0.05266853932584269
Built-up  Area,Ready To Move,EPIP Zone,3.0,2500.0,3.0,1.0,268.0,0.1072
Plot  Area,Ready To Move,ISRO Layout,6.0,1200.0,6.0,2.0,230.0,0.19166666666666668
Super built-up  Area,Under Construction,Other,2.0,1285.0,2.0,2.0,45.0,0.03501945525291829
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1450.0,2.0,1.0,55.99,0.03861379310344828
Super built-up  Area,Under Construction,Raja Rajeshwari Nagar,2.0,1160.0,2.0,1.0,70.0,0.0603448275862069
Plot  Area,Ready To Move,Yelahanka New Town,3.0,2700.0,3.0,0.0,350.0,0.12962962962962962
Plot  Area,Under Construction,Other,3.0,2000.0,2.0,2.0,95.0,0.0475
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1125.0,2.0,1.0,47.65,0.042355555555555556
Built-up  Area,Ready To Move,Old Madras Road,4.0,3900.0,4.0,2.0,175.0,0.04487179487179487
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1133.0,2.0,1.0,38.37,0.033865842894969106
Super built-up  Area,Ready To Move,Arekere,2.0,1240.0,2.0,2.0,60.0,0.04838709677419355
Super built-up  Area,Under Construction,Devanahalli,3.0,1466.0,3.0,3.0,77.59,0.052926330150068215
Super built-up  Area,Ready To Move,Other,4.0,3870.0,4.0,2.0,411.0,0.1062015503875969
Built-up  Area,Ready To Move,Kaggadasapura,2.0,1225.0,2.0,2.0,48.0,0.03918367346938775
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,1300.0,2.0,1.0,54.0,0.04153846153846154
Super built-up  Area,Under Construction,Thanisandra,3.0,1996.0,4.0,1.0,123.0,0.06162324649298597
Super built-up  Area,Ready To Move,Other,3.0,1320.0,2.0,2.0,55.0,0.041666666666666664
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,1800.0,3.0,2.0,240.0,0.13333333333333333
Super built-up  Area,Ready To Move,Other,3.0,1835.0,3.0,3.0,175.0,0.09536784741144415
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1435.0,3.0,2.0,90.0,0.0627177700348432
Super built-up  Area,Ready To Move,Whitefield,3.0,4097.0,3.0,2.0,400.0,0.0976324139614352
Super built-up  Area,Ready To Move,Rayasandra,3.0,1601.0,3.0,3.0,70.0,0.04372267332916927
Super built-up  Area,Ready To Move,Kadubeesanahalli,2.0,1257.0,2.0,2.0,93.0,0.07398568019093078
